,math,reading,year_teaching,regular class,small class,is_girl,free lunch,black,white
261,0.4215686274509804,0.2980769230769231,0.2222222222222222,0,1,1,1,1,0
267,0.43790849673202614,0.25,0.037037037037037035,0,0,1,1,1,0
268,0.3562091503267974,0.266025641025641,0.2222222222222222,0,1,0,1,1,0
270,0.630718954248366,0.4326923076923077,0.037037037037037035,0,1,1,0,0,1
276,0.48366013071895425,0.4166666666666667,0.2962962962962963,0,0,1,0,0,1
277,0.5882352941176471,0.34935897435897434,0.48148148148148145,1,0,0,1,0,1
279,0.5882352941176471,0.48717948717948717,0.37037037037037035,0,0,1,0,0,1
281,0.4542483660130719,0.2724358974358974,0.48148148148148145,0,1,0,0,0,1
282,0.630718954248366,0.3814102564102564,0.3333333333333333,0,1,1,1,0,1
284,0.3202614379084967,0.2403846153846154,0.18518518518518517,0,0,1,1,0,1
285,0.5,0.32371794871794873,0.48148148148148145,0,0,1,0,0,1
288,0.4215686274509804,0.3525641025641026,0.2962962962962963,1,0,1,1,0,1
294,0.4673202614379085,0.4967948717948718,0.2222222222222222,1,0,1,1,1,0
295,0.4542483660130719,0.5032051282051282,0.4074074074074074,1,0,1,1,0,1
298,0.6797385620915033,0.36217948717948717,0.2962962962962963,1,0,0,0,0,1
300,0.5522875816993464,0.4967948717948718,0.7407407407407407,0,0,1,1,1,0
301,0.7810457516339869,0.3974358974358974,0.2962962962962963,1,0,0,1,0,1
303,0.5686274509803921,0.3685897435897436,0.18518518518518517,0,0,1,0,0,1
305,0.6078431372549019,0.48717948717948717,0.3333333333333333,0,0,0,0,1,0
310,0.7058823529411765,0.4967948717948718,0.37037037037037035,0,0,1,1,0,1
311,0.5686274509803921,0.3814102564102564,0.6666666666666666,1,0,1,1,1,0
312,0.5359477124183006,0.3814102564102564,0.37037037037037035,0,0,0,0,1,0
317,0.3006535947712418,0.26282051282051283,0.1111111111111111,0,1,0,1,1,0
319,0.7810457516339869,0.4166666666666667,0.4444444444444444,0,1,0,0,0,1
320,0.6078431372549019,0.33974358974358976,0.1111111111111111,0,0,1,0,0,1
322,0.5522875816993464,0.2980769230769231,0.18518518518518517,0,1,1,1,1,0
324,0.7418300653594772,0.8012820512820513,0.3333333333333333,0,0,0,0,0,1
326,0.5882352941176471,0.36217948717948717,0.2222222222222222,0,1,1,0,0,1
330,0.5,0.2403846153846154,0.4444444444444444,0,0,1,0,1,0
331,0.37254901960784315,0.28846153846153844,0.2962962962962963,1,0,1,1,0,1
332,0.5522875816993464,0.4230769230769231,0.37037037037037035,0,1,1,0,0,1
341,0.40522875816993464,0.2948717948717949,0.2962962962962963,0,1,0,1,0,1
342,0.3202614379084967,0.3173076923076923,0.8148148148148148,0,0,1,1,1,0
343,0.5522875816993464,0.3814102564102564,0.07407407407407407,1,0,0,0,0,1
344,0.8366013071895425,0.4519230769230769,0.4074074074074074,1,0,1,1,1,0
346,0.4673202614379085,0.3301282051282051,0.0,1,0,0,1,1,0
347,0.5,0.3782051282051282,0.5185185185185185,1,0,1,1,0,1
350,0.5522875816993464,0.4807692307692308,0.7407407407407407,0,0,1,1,1,0
351,0.4542483660130719,0.3814102564102564,0.037037037037037035,0,0,0,1,1,0
353,0.6535947712418301,0.358974358974359,0.0,1,0,0,0,0,1
356,0.5359477124183006,0.391025641025641,0.25925925925925924,0,0,1,1,1,0
358,0.630718954248366,0.6025641025641025,0.25925925925925924,0,1,0,0,0,1
365,0.48366013071895425,0.40705128205128205,0.25925925925925924,1,0,0,1,1,0
366,0.5163398692810458,0.3173076923076923,0.5555555555555556,0,0,0,1,1,0
367,0.3202614379084967,0.33974358974358976,0.25925925925925924,0,0,0,0,1,0
368,0.630718954248366,0.33974358974358976,0.0,1,0,1,1,1,0
369,0.6078431372549019,0.3717948717948718,0.7777777777777778,0,1,1,0,0,1
370,0.8366013071895425,0.4326923076923077,0.0,1,0,0,1,1,0
371,0.4542483660130719,0.3525641025641026,0.4444444444444444,0,0,1,0,1,0
374,0.6535947712418301,0.36217948717948717,0.4444444444444444,0,1,0,1,0,1
375,0.8366013071895425,0.4519230769230769,0.7407407407407407,0,0,1,1,0,1
377,0.7810457516339869,0.9294871794871795,0.18518518518518517,0,0,0,0,0,1
378,0.3006535947712418,0.32371794871794873,0.37037037037037035,0,0,1,1,1,0
379,0.5522875816993464,0.2564102564102564,0.4074074074074074,0,0,0,1,0,1
381,0.6797385620915033,0.48717948717948717,0.4444444444444444,1,0,1,1,1,0
385,0.40522875816993464,0.2403846153846154,0.3333333333333333,0,0,0,1,1,0
386,0.43790849673202614,0.3141025641025641,0.0,1,0,0,0,0,0
388,0.5882352941176471,0.40064102564102566,0.037037037037037035,0,0,1,0,1,0
389,0.40522875816993464,0.30448717948717946,0.037037037037037035,0,1,0,0,0,1
391,0.5163398692810458,0.4166666666666667,0.3333333333333333,0,0,1,1,0,1
392,0.7058823529411765,0.4423076923076923,0.18518518518518517,0,1,0,0,0,1
397,0.630718954248366,0.5384615384615384,0.1111111111111111,0,1,1,1,1,0
398,0.5163398692810458,0.2948717948717949,0.2962962962962963,0,0,1,0,1,0
400,0.48366013071895425,0.3076923076923077,0.037037037037037035,0,1,1,1,1,0
401,0.4673202614379085,0.26282051282051283,0.07407407407407407,1,0,0,1,0,1
405,0.7418300653594772,0.44871794871794873,0.6296296296296297,0,0,0,0,0,0
407,0.5359477124183006,0.3141025641025641,0.48148148148148145,0,0,1,0,0,1
409,0.48366013071895425,0.2948717948717949,0.3333333333333333,0,0,1,1,0,1
410,0.48366013071895425,0.27884615384615385,0.2962962962962963,0,0,0,0,0,1
412,0.4215686274509804,0.34935897435897434,0.48148148148148145,0,0,1,1,0,1
413,0.5522875816993464,0.40064102564102566,0.3333333333333333,0,0,1,1,0,1
414,0.5163398692810458,0.33974358974358976,0.37037037037037035,1,0,0,1,0,1
415,0.7810457516339869,0.7660256410256411,0.5185185185185185,1,0,1,0,0,1
416,0.5359477124183006,0.3974358974358974,0.37037037037037035,0,0,1,1,1,0
417,0.4215686274509804,0.3076923076923077,0.07407407407407407,1,0,0,1,1,0
421,0.43790849673202614,0.3525641025641026,0.037037037037037035,0,1,0,0,1,0
422,0.5163398692810458,0.358974358974359,0.25925925925925924,0,0,0,0,1,0
424,0.43790849673202614,0.3974358974358974,0.3333333333333333,0,0,0,0,0,1
425,0.5359477124183006,0.4583333333333333,0.14814814814814814,0,1,0,0,0,1
428,0.5359477124183006,0.3685897435897436,0.3333333333333333,0,0,1,0,0,1
430,0.43790849673202614,0.2980769230769231,0.4074074074074074,1,0,0,1,1,0
431,0.3562091503267974,0.2948717948717949,0.037037037037037035,0,1,1,1,1,0
433,0.630718954248366,0.3782051282051282,0.0,1,0,0,1,0,1
434,0.5,0.38782051282051283,0.0,1,0,0,1,0,1
439,0.3366013071895425,0.3301282051282051,0.1111111111111111,0,1,1,0,1,0
441,0.4673202614379085,0.41025641025641024,0.5555555555555556,1,0,1,1,1,0
442,0.5163398692810458,0.28205128205128205,0.1111111111111111,0,1,1,1,1,0
444,0.4542483660130719,0.3333333333333333,0.48148148148148145,1,0,1,0,0,1
446,0.4542483660130719,0.2980769230769231,0.37037037037037035,0,0,1,1,0,1
450,0.5163398692810458,0.3782051282051282,0.1111111111111111,1,0,0,0,1,0
451,0.3366013071895425,0.3076923076923077,0.1111111111111111,0,0,0,0,0,1
455,0.7810457516339869,0.6025641025641025,0.37037037037037035,1,0,0,0,0,1
457,0.4215686274509804,0.47435897435897434,0.4074074074074074,1,0,1,1,0,1
460,0.4673202614379085,0.23397435897435898,0.1111111111111111,0,0,1,0,0,1
461,0.4215686274509804,0.3173076923076923,0.18518518518518517,0,0,0,0,0,1
464,0.4542483660130719,0.2403846153846154,0.4074074074074074,0,0,0,0,0,1
465,0.43790849673202614,0.3141025641025641,0.4444444444444444,0,1,0,1,0,1
467,0.5686274509803921,0.4967948717948718,0.5185185185185185,0,0,0,1,0,1
468,0.37254901960784315,0.28846153846153844,0.2222222222222222,0,0,0,1,1,0
469,0.7418300653594772,0.40705128205128205,0.4074074074074074,0,1,0,0,1,0
470,0.3562091503267974,0.25,0.2962962962962963,1,0,1,1,0,1
471,0.5686274509803921,0.3301282051282051,0.6666666666666666,0,0,1,0,0,1
475,0.5882352941176471,0.41025641025641024,0.5925925925925926,1,0,1,0,0,1
476,0.48366013071895425,0.36217948717948717,0.037037037037037035,0,0,0,1,1,0
477,0.40522875816993464,0.30448717948717946,0.5555555555555556,1,0,0,0,0,1
478,0.5882352941176471,0.391025641025641,0.37037037037037035,1,0,1,1,0,1
480,0.6078431372549019,0.46794871794871795,0.7407407407407407,0,0,0,0,1,0
483,0.6797385620915033,0.5032051282051282,0.037037037037037035,1,0,0,1,0,1
488,0.6078431372549019,0.3814102564102564,0.3333333333333333,0,1,0,1,1,0
492,0.3888888888888889,0.358974358974359,0.5555555555555556,0,1,0,0,0,1
493,0.7810457516339869,0.4423076923076923,0.2962962962962963,1,0,0,1,0,1
494,0.5163398692810458,0.3301282051282051,0.14814814814814814,1,0,1,1,1,0
496,0.5686274509803921,0.4166666666666667,0.14814814814814814,1,0,1,1,0,1
499,0.5359477124183006,0.47435897435897434,0.5925925925925926,0,1,0,0,1,0
500,0.5359477124183006,0.391025641025641,0.48148148148148145,1,0,1,0,0,1
501,0.48366013071895425,0.3076923076923077,0.14814814814814814,1,0,0,1,0,1
502,0.6797385620915033,0.3814102564102564,0.3333333333333333,0,1,0,1,0,1
503,0.3888888888888889,0.3782051282051282,0.48148148148148145,1,0,1,0,1,0
504,0.6078431372549019,0.4519230769230769,0.037037037037037035,0,0,1,1,1,0
505,0.4542483660130719,0.266025641025641,0.3333333333333333,1,0,1,0,1,0
506,0.7810457516339869,0.47435897435897434,0.14814814814814814,1,0,0,1,0,1
507,0.8366013071895425,0.4967948717948718,0.4444444444444444,0,1,0,1,1,0
509,0.3888888888888889,0.3076923076923077,0.4074074074074074,1,0,0,0,0,1
510,0.5882352941176471,0.3141025641025641,0.037037037037037035,0,1,1,1,1,0
511,0.6535947712418301,0.40064102564102566,0.2962962962962963,0,0,1,0,0,1
513,0.4542483660130719,0.2564102564102564,0.07407407407407407,1,0,1,1,1,0
514,0.5522875816993464,0.3814102564102564,0.4074074074074074,0,1,0,0,0,1
515,0.6797385620915033,0.5673076923076923,0.48148148148148145,1,0,0,0,0,1
517,0.7810457516339869,0.4807692307692308,0.5185185185185185,0,1,1,1,0,1
519,0.5,0.42628205128205127,0.2222222222222222,0,1,1,1,0,1
522,0.2777777777777778,0.3076923076923077,0.4074074074074074,1,0,0,0,0,1
523,0.9215686274509803,0.6506410256410257,0.4444444444444444,1,0,1,0,0,1
524,0.5359477124183006,0.34294871794871795,0.2222222222222222,0,1,0,1,0,1
528,0.7418300653594772,0.4967948717948718,0.14814814814814814,0,1,0,0,0,1
529,0.5359477124183006,0.41025641025641024,0.5555555555555556,0,0,0,1,1,0
531,0.4215686274509804,0.36217948717948717,0.18518518518518517,0,0,1,1,0,1
532,0.43790849673202614,0.26282051282051283,0.3333333333333333,0,1,0,1,1,0
536,0.4542483660130719,0.2403846153846154,0.037037037037037035,0,1,0,0,0,1
537,0.5,0.3301282051282051,0.037037037037037035,0,0,0,1,1,0
539,0.5359477124183006,0.4967948717948718,0.37037037037037035,1,0,0,1,1,0
540,0.630718954248366,0.3717948717948718,0.1111111111111111,0,0,1,1,0,1
542,0.7058823529411765,0.8493589743589743,0.4444444444444444,0,1,1,0,1,0
543,0.5163398692810458,0.4519230769230769,0.2962962962962963,0,1,1,0,0,1
547,0.630718954248366,0.3782051282051282,0.7777777777777778,0,0,1,0,1,0
549,0.5,0.28205128205128205,0.4444444444444444,0,1,1,0,0,1
551,0.5,0.2980769230769231,0.5555555555555556,0,1,0,0,0,1
553,0.5163398692810458,0.32371794871794873,0.2962962962962963,0,0,1,1,0,1
555,0.5359477124183006,0.41025641025641024,0.037037037037037035,1,0,1,1,1,0
557,0.4542483660130719,0.33974358974358976,0.7407407407407407,0,1,0,0,0,1
558,0.7058823529411765,0.40705128205128205,0.2222222222222222,0,1,0,0,0,1
559,0.6797385620915033,0.34935897435897434,0.3333333333333333,0,0,1,1,0,1
560,0.5359477124183006,0.33974358974358976,0.3333333333333333,1,0,0,0,1,0
561,0.5686274509803921,0.4326923076923077,0.18518518518518517,1,0,0,0,0,1
562,0.3202614379084967,0.26282051282051283,0.2222222222222222,0,0,0,1,1,0
564,0.3888888888888889,0.4326923076923077,0.0,1,0,1,1,1,0
565,0.5,0.30448717948717946,0.14814814814814814,1,0,0,1,1,0
566,1.0,0.625,0.5185185185185185,0,1,1,0,0,1
570,0.3366013071895425,0.3301282051282051,0.4444444444444444,1,0,0,1,1,0
571,0.40522875816993464,0.2980769230769231,0.8148148148148148,0,0,1,1,1,0
575,0.5882352941176471,0.48717948717948717,0.07407407407407407,0,1,1,0,0,1
576,0.40522875816993464,0.34935897435897434,0.48148148148148145,0,0,0,1,0,1
577,0.48366013071895425,0.38782051282051283,0.2962962962962963,1,0,0,0,0,1
578,0.7058823529411765,0.4230769230769231,0.2222222222222222,1,0,1,1,1,0
579,0.5686274509803921,0.49038461538461536,0.1111111111111111,0,1,0,0,0,1
587,0.5,0.3685897435897436,0.5555555555555556,0,1,1,0,0,1
588,0.43790849673202614,0.23397435897435898,0.4444444444444444,0,0,0,1,1,0
589,0.4215686274509804,0.34294871794871795,0.07407407407407407,0,0,1,1,0,1
592,0.4673202614379085,0.34935897435897434,0.3333333333333333,0,0,0,0,0,1
595,0.5522875816993464,0.40705128205128205,0.6296296296296297,1,0,1,0,0,1
596,0.3562091503267974,0.3301282051282051,0.5185185185185185,0,1,0,0,0,1
597,0.43790849673202614,0.4230769230769231,0.6296296296296297,0,0,1,0,0,1
599,0.7058823529411765,0.5448717948717948,0.5555555555555556,1,0,1,0,0,1
600,0.48366013071895425,0.2948717948717949,0.2222222222222222,0,0,0,1,1,0
602,0.5882352941176471,0.3717948717948718,0.2962962962962963,0,0,1,0,0,1
603,0.5359477124183006,0.42628205128205127,0.3333333333333333,0,0,0,1,0,1
605,0.7418300653594772,0.4326923076923077,0.14814814814814814,1,0,1,1,1,0
606,0.7058823529411765,0.4807692307692308,0.48148148148148145,0,0,1,0,0,1
607,0.43790849673202614,0.2980769230769231,0.1111111111111111,1,0,0,0,0,1
616,0.4673202614379085,0.3717948717948718,0.48148148148148145,0,0,1,0,0,1
617,0.5,0.3814102564102564,0.18518518518518517,0,0,0,1,1,0
618,0.5522875816993464,0.3814102564102564,0.4074074074074074,0,1,1,0,0,1
619,0.6797385620915033,0.4807692307692308,0.25925925925925924,0,1,1,1,0,1
622,0.5522875816993464,0.2948717948717949,0.37037037037037035,1,0,1,1,1,0
623,0.5163398692810458,0.3717948717948718,0.4444444444444444,0,1,1,0,0,1
628,0.5,0.25,0.3333333333333333,1,0,0,0,1,0
631,0.0,0.14423076923076922,0.2222222222222222,1,0,1,1,1,0
635,0.4673202614379085,0.2980769230769231,0.037037037037037035,1,0,0,0,0,1
636,0.9215686274509803,0.6506410256410257,0.1111111111111111,0,1,0,1,1,0
637,0.5882352941176471,0.38782051282051283,0.037037037037037035,1,0,1,0,0,1
638,0.40522875816993464,0.28205128205128205,0.0,1,0,0,1,1,0
639,0.6797385620915033,0.5448717948717948,0.2962962962962963,0,1,1,0,0,1
640,0.7058823529411765,0.42628205128205127,0.2222222222222222,0,1,0,0,0,1
641,0.7058823529411765,0.48717948717948717,0.4074074074074074,1,0,0,0,0,1
642,0.5,0.36217948717948717,0.5555555555555556,1,0,1,1,1,0
643,0.630718954248366,0.4807692307692308,0.37037037037037035,1,0,0,1,1,0
647,0.630718954248366,0.5673076923076923,0.1111111111111111,0,0,1,0,0,1
649,0.2581699346405229,0.2724358974358974,0.18518518518518517,1,0,0,0,0,1
650,0.37254901960784315,0.266025641025641,0.3333333333333333,1,0,0,1,0,1
651,0.6535947712418301,0.4967948717948718,0.4074074074074074,1,0,1,0,0,1
652,0.6078431372549019,0.34935897435897434,0.18518518518518517,1,0,0,0,0,1
653,1.0,0.8493589743589743,0.48148148148148145,0,0,1,0,0,1
655,0.48366013071895425,0.33974358974358976,0.48148148148148145,0,1,1,1,0,1
660,0.7058823529411765,0.46794871794871795,0.8888888888888888,1,0,1,1,1,0
661,0.4542483660130719,0.358974358974359,0.48148148148148145,1,0,0,0,0,1
663,0.5,0.41025641025641024,0.25925925925925924,0,1,0,0,0,1
664,0.7418300653594772,0.5833333333333334,0.4074074074074074,0,0,1,1,1,0
670,0.6535947712418301,0.3525641025641026,0.2962962962962963,0,1,0,0,0,1
671,0.3006535947712418,0.2980769230769231,0.18518518518518517,0,1,1,0,0,1
673,0.630718954248366,0.4326923076923077,0.25925925925925924,0,0,1,0,0,1
674,0.6535947712418301,0.4519230769230769,0.5185185185185185,0,0,1,1,0,1
676,0.5686274509803921,0.3974358974358974,0.14814814814814814,0,1,0,1,0,1
679,0.6078431372549019,0.4519230769230769,0.6296296296296297,0,0,0,0,0,1
680,0.7058823529411765,0.3301282051282051,0.3333333333333333,0,1,0,0,1,0
681,0.5163398692810458,0.3685897435897436,0.6296296296296297,1,0,1,0,0,1
683,0.5163398692810458,0.34935897435897434,0.2962962962962963,0,1,0,0,0,1
684,0.5882352941176471,0.2724358974358974,0.4074074074074074,0,1,1,1,0,1
685,0.4542483660130719,0.34935897435897434,0.5555555555555556,0,1,0,0,0,1
686,0.5163398692810458,0.30448717948717946,0.48148148148148145,0,0,0,0,0,1
692,0.5359477124183006,0.3076923076923077,0.07407407407407407,0,1,1,1,1,0
693,0.5359477124183006,0.3525641025641026,0.2962962962962963,0,1,0,0,0,1
695,0.7810457516339869,0.5769230769230769,0.37037037037037035,0,0,0,0,0,1
696,0.6535947712418301,0.4519230769230769,0.14814814814814814,0,1,0,0,0,1
